Share,Opening,Closing,High,Lowest,Avg,h-l,-161.8,-138.2,-1,-76.4,-61.8,-50,-38.2,-23.6,Avg ,23.6,38.2,50,61.8,76.4,1,138.2,161.8
CANBK,127.2,715.8,720,125.11,363.132,594.89,266.878798,280.918202,-231.758,-91.36396,-4.51002,65.687,135.88402,222.73796,363.132,503.52604,590.37998,660.577,730.77402,817.62796,958.022,445.345798,459.385202
CANFINHOME,814.4,140.15,839.9,137.06,548.41,702.84,434.690488,451.277512,-154.43,11.44024,114.05488,196.99,279.92512,382.53976,548.41,714.28024,816.89488,899.83,982.76512,1085.37976,1251.25,645.542488,662.129512
CANHLIFE,144,842.75,853.8,142.45,424.546,711.35,309.44957,326.23743,-286.804,-118.9254,-15.0683,68.871,152.8103,256.6674,424.546,592.4246,696.2817,780.221,864.1603,968.0174,1135.896,522.85457,539.64243
CANTABIL,239.17,144.8,242.27,144.15,197.074,98.12,181.198184,183.513816,98.954,122.11032,136.43584,148.014,159.59216,173.91768,197.074,220.23032,234.55584,246.134,257.71216,272.03768,295.194,210.634184,212.949816
CAPACITE,209.02,231.07,233.92,205.61,222.682,28.31,218.101442,218.769558,194.372,201.05316,205.18642,208.527,211.86758,216.00084,222.682,229.36316,233.49642,236.837,240.17758,244.31084,250.992,226.594442,227.262558
CAPILLARY,490,232.57,529,223.21,393.76,305.79,344.283178,351.499822,87.97,160.13644,204.78178,240.865,276.94822,321.59356,393.76,465.92644,510.57178,546.655,582.73822,627.38356,699.55,436.020178,443.236822
CAPITALSFB,244.05,549.75,556.9,235.5,367.956,321.4,315.95348,323.53852,46.556,122.4064,169.3308,207.256,245.1812,292.1056,367.956,443.8064,490.7308,528.656,566.5812,613.5056,689.356,412.37348,419.95852
CAPLIPOINT,1582.5,259.96,1674.8,258.58,1068.424,1416.22,839.279604,872.702396,-347.796,-13.56808,193.20004,360.314,527.42796,734.19608,1068.424,1402.65192,1609.42004,1776.534,1943.64796,2150.41608,2484.644,1264.145604,1297.568396
CARBORUNIV,851.5,1708.4,1710,816,1181.57,894,1036.9208,1058.0192,287.57,498.554,629.078,734.57,840.062,970.586,1181.57,1392.554,1523.078,1628.57,1734.062,1864.586,2075.57,1305.1208,1326.2192
CARERATING,1481,895.45,1623.9,852.5,1284.768,771.4,1159.95548,1178.16052,513.368,695.4184,808.0428,899.068,990.0932,1102.7176,1284.768,1466.8184,1579.4428,1670.468,1761.4932,1874.1176,2056.168,1391.37548,1409.58052
CARRARO,465,1563.5,1600.1,450.15,913.032,1149.95,726.97009,754.10891,-236.918,34.4702,202.3629,338.057,473.7511,641.6438,913.032,1184.4202,1352.3129,1488.007,1623.7011,1791.5938,2062.982,1071.95509,1099.09391
CARTRADE,1695.9,507,1885,474,1272.838,1411,1044.5382,1077.8378,-138.162,194.834,400.84,567.338,733.836,939.842,1272.838,1605.834,1811.84,1978.338,2144.836,2350.842,2683.838,1467.8382,1501.1378
CARYSIL,798.05,1836.7,1895.1,782,1226.324,1113.1,1046.22442,1072.49358,113.224,375.9156,538.4282,669.774,801.1198,963.6324,1226.324,1489.0156,1651.5282,1782.874,1914.2198,2076.7324,2339.424,1380.15442,1406.42358
CASHIETF,1056.51,843.4,1060.41,822.6,970.052,237.81,931.574342,937.186658,732.242,788.36516,823.08542,851.147,879.20858,913.92884,970.052,1026.17516,1060.89542,1088.957,1117.01858,1151.73884,1207.862,1002.917342,1008.529658
CASTROLIND,177.92,1057.45,1057.46,175.79,530.062,881.67,387.407794,408.215206,-351.608,-143.53388,-14.81006,89.227,193.26406,321.98788,530.062,738.13612,866.85994,970.897,1074.93406,1203.65788,1411.732,651.908794,672.716206
CCAVENUE,14.76,179.42,181.05,14.51,80.996,166.54,54.049828,57.980172,-85.544,-46.24056,-21.92572,-2.274,17.37772,41.69256,80.996,120.29944,144.61428,164.266,183.91772,208.23256,247.536,104.011828,107.942172
CCCL,15.2,15.14,16.6,14.52,15.484,2.08,15.147456,15.196544,13.404,13.89488,14.19856,14.444,14.68944,14.99312,15.484,15.97488,16.27856,16.524,16.76944,17.07312,17.564,15.771456,15.820544
CCHHL,11.88,16.06,16.6,10.92,13.56,5.68,12.640976,12.775024,7.88,9.22048,10.04976,10.72,11.39024,12.21952,13.56,14.90048,15.72976,16.4,17.07024,17.89952,19.24,14.344976,14.479024
CCL,1089.3,13.69,1183.1,12.06,684.316,1171.04,494.841728,522.478272,-486.724,-210.35856,-39.38672,98.796,236.97872,407.95056,684.316,960.68144,1131.65328,1269.836,1408.01872,1578.99056,1855.356,846.153728,873.790272
CDSL,1186.3,1078.3,1292,1057.4,1163.186,234.6,1125.22772,1130.76428,928.586,983.9516,1018.2032,1045.886,1073.5688,1107.8204,1163.186,1218.5516,1252.8032,1280.486,1308.1688,1342.4204,1397.786,1195.60772,1201.14428
CEATLTD,3370,1303.4,3618.1,1261.2,2569.5,2356.9,2188.15358,2243.77642,212.6,768.8284,1112.9358,1391.05,1669.1642,2013.2716,2569.5,3125.7284,3469.8358,3747.95,4026.0642,4370.1716,4926.4,2895.22358,2950.84642
CEIGALL,276.85,3637.6,3662,273.3,1603.966,3388.7,1055.67434,1135.64766,-1784.734,-985.0008,-490.2506,-90.384,309.4826,804.2328,1603.966,2403.6992,2898.4494,3298.316,3698.1826,4192.9328,4992.666,2072.28434,2152.25766
CEINSYS,975,300.1,1111,287.8,734.186,823.2,600.99224,620.41976,-89.014,105.2612,225.4484,322.586,419.7236,539.9108,734.186,928.4612,1048.6484,1145.786,1242.9236,1363.1108,1557.386,847.95224,867.37976
CELEBRITY,6.9,1101.25,1111,6.65,434.736,1104.35,256.05217,282.11483,-669.614,-408.9874,-247.7523,-117.439,12.8743,174.1094,434.736,695.3626,856.5977,986.911,1117.2243,1278.4594,1539.086,587.35717,613.41983
CELLO,404.55,7.72,425,7.09,246.214,417.91,178.596162,188.458838,-171.696,-73.06924,-12.05438,37.259,86.57238,147.58724,246.214,344.84076,405.85562,455.169,504.48238,565.49724,664.124,303.969162,313.831838
CEMPRO,545.85,423.05,608.4,407.75,506.91,200.65,474.44483,479.18017,306.26,353.6134,382.9083,406.585,430.2617,459.5566,506.91,554.2634,583.5583,607.235,630.9117,660.2066,707.56,534.63983,539.37517
CENTENKA,391,630.35,634.4,391,486.866,243.4,447.48388,453.22812,243.466,300.9084,336.4448,365.166,393.8872,429.4236,486.866,544.3084,579.8448,608.566,637.2872,672.8236,730.266,520.50388,526.24812
CENTEXT,18.22,427.95,437,18.22,181.334,418.78,113.575396,123.458604,-237.446,-138.61392,-77.47204,-28.056,21.36004,82.50192,181.334,280.16608,341.30796,390.724,440.14004,501.28192,600.114,239.209396,249.092604
CENTRALBK,33.59,20.59,35.64,20.28,28.788,15.36,26.302752,26.665248,13.428,17.05296,19.29552,21.108,22.92048,25.16304,28.788,32.41296,34.65552,36.468,38.28048,40.52304,44.148,30.910752,31.273248
CENTRUM,27.63,35.61,35.82,26.65,30.726,9.17,29.242294,29.458706,21.556,23.72012,25.05894,26.141,27.22306,28.56188,30.726,32.89012,34.22894,35.311,36.39306,37.73188,39.896,31.993294,32.209706
CENTUM,2811.1,28.45,2851.9,28.02,1667.738,2823.88,1210.834216,1277.477784,-1156.142,-489.70632,-77.41984,255.798,589.01584,1001.30232,1667.738,2334.17368,2746.46016,3079.678,3412.89584,3825.18232,4491.618,2057.998216,2124.641784
CENTURYPLY,728,2815.4,2849.6,701.5,1545.252,2148.1,1197.68942,1248.38458,-602.848,-95.8964,217.7262,471.202,724.6778,1038.3004,1545.252,2052.2036,2365.8262,2619.302,2872.7778,3186.4004,3693.352,1842.11942,1892.81458
CERA,4692.5,734.15,5170,728.65,3208.188,4441.35,2489.57757,2594.39343,-1233.162,-185.0034,463.4337,987.513,1511.5923,2160.0294,3208.188,4256.3466,4904.7837,5428.863,5952.9423,6601.3794,7649.538,3821.98257,3926.79843
CESC,152.2,5162,5222,151.83,2136.198,5070.17,1315.844494,1435.500506,-2933.972,-1737.41188,-997.16706,-398.887,199.39306,939.63788,2136.198,3332.75812,4073.00294,4671.283,5269.56306,6009.80788,7206.368,2836.895494,2956.551506
CEWATER,284,157.52,320.05,155.61,244.208,164.44,217.601608,221.482392,79.768,118.57584,142.58408,161.988,181.39192,205.40016,244.208,283.01584,307.02408,326.428,345.83192,369.84016,408.648,266.933608,270.814392
CGCL,166.33,316.5,321.2,163.57,228.494,157.63,202.989466,206.709534,70.864,108.06468,131.07866,149.679,168.27934,191.29332,228.494,265.69468,288.70866,307.309,325.90934,348.92332,386.124,250.278466,253.998534
CGPOWER,681.9,183.54,730.55,176.53,490.162,554.02,400.521564,413.596436,-63.858,66.89072,147.77764,213.152,278.52636,359.41328,490.162,620.91072,701.79764,767.172,832.54636,913.43328,1044.182,566.727564,579.802436
CHALET,723.05,731.1,776,712.9,735.564,63.1,725.35442,726.84358,672.464,687.3556,696.5682,704.014,711.4598,720.6724,735.564,750.4556,759.6682,767.114,774.5598,783.7724,798.664,744.28442,745.77358
CHAMBLFERT,457,770.2,779,442.35,577.948,336.65,523.47803,531.42297,241.298,320.7474,369.8983,409.623,449.3477,498.4986,577.948,657.3974,706.5483,746.273,785.9977,835.1486,914.598,624.47303,632.41797
CHEMBOND,144.6,456.7,473.8,135.52,270.106,338.28,215.372296,223.355704,-68.174,11.66008,61.04896,100.966,140.88304,190.27192,270.106,349.94008,399.32896,439.246,479.16304,528.55192,608.386,316.856296,324.839704
CHEMBONDCH,140.64,150.64,154,130.4,144.406,23.6,140.58752,141.14448,120.806,126.3756,129.8212,132.606,135.3908,138.8364,144.406,149.9756,153.4212,156.206,158.9908,162.4364,168.006,147.66752,148.22448
CHEMCON,140,152.95,166.2,138.62,148.384,27.58,143.921556,144.572444,120.804,127.31288,131.33956,134.594,137.84844,141.87512,148.384,154.89288,158.91956,162.174,165.42844,169.45512,175.964,152.195556,152.846444
CHEMFAB,344,153.11,380.1,147.33,273.966,232.77,236.303814,241.797186,41.196,96.12972,130.11414,157.581,185.04786,219.03228,273.966,328.89972,362.88414,390.351,417.81786,451.80228,506.736,306.134814,311.628186
CHEMICAL,25.7,391.05,401,25.3,169.556,375.7,108.76774,117.63426,-206.144,-117.4788,-62.6266,-18.294,26.0386,80.8908,169.556,258.2212,313.0734,357.406,401.7386,456.5908,545.256,221.47774,230.34426
CHEMPLASTS,260.15,27.03,264.3,25.5,162.266,238.8,123.62816,129.26384,-76.534,-20.1772,14.6876,42.866,71.0444,105.9092,162.266,218.6228,253.4876,281.666,309.8444,344.7092,401.066,195.26816,200.90384
CHENNPETRO,989,243.9,1018,240,691.32,778,565.4396,583.8004,-86.68,96.928,210.516,302.32,394.124,507.712,691.32,874.928,988.516,1080.32,1172.124,1285.712,1469.32,798.8396,817.2004
CHEVIOT,970,973.85,1048,960,1001.1,88,986.8616,988.9384,913.1,933.868,946.716,957.1,967.484,980.332,1001.1,1021.868,1034.716,1045.1,1055.484,1068.332,1089.1,1013.2616,1015.3384
CHOICEGOLD,145.06,1045.3,1060,143,507.586,917,359.2154,380.8566,-409.414,-193.002,-59.12,49.086,157.292,291.174,507.586,723.998,857.88,966.086,1074.292,1208.174,1424.586,634.3154,655.9566
CHOICEIN,642.25,147.56,682.9,145.74,449.158,537.16,362.245512,374.922488,-88.002,38.76776,117.19312,180.578,243.96288,322.38824,449.158,575.92776,654.35312,717.738,781.12288,859.54824,986.318,523.393512,536.070488
CHOLAFIN,1373.6,702.35,1558.9,671.2,1140.516,887.7,996.88614,1017.83586,252.816,462.3132,591.9174,696.666,801.4146,931.0188,1140.516,1350.0132,1479.6174,1584.366,1689.1146,1818.7188,2028.216,1263.19614,1284.14586
CHOLAHLDNG,1398,1581.2,1675.9,1368,1505.286,307.9,1455.46778,1462.73422,1197.386,1270.0504,1315.0038,1351.336,1387.6682,1432.6216,1505.286,1577.9504,1622.9038,1659.236,1695.5682,1740.5216,1813.186,1547.83778,1555.10422
CIEINDIA,459,1596.8,1627.7,452,917.584,1175.7,727.35574,755.10226,-258.116,19.3492,191.0014,329.734,468.4666,640.1188,917.584,1195.0492,1366.7014,1505.434,1644.1666,1815.8188,2093.284,1080.06574,1107.81226
CIFL,22.89,485.75,492.3,21.65,207.868,470.65,131.71683,142.82417,-262.782,-151.7086,-82.9937,-27.457,28.0797,96.7946,207.868,318.9414,387.6563,443.193,498.7297,567.4446,678.518,272.91183,284.01917
CIGNITITEC,1214.8,26.4,1270,25.01,740.158,1244.99,538.718618,568.100382,-504.832,-211.01436,-29.24582,117.663,264.57182,446.34036,740.158,1033.97564,1215.74418,1362.653,1509.56182,1691.33036,1985.148,912.215618,941.597382
CINELINE,81.84,1208.4,1269,80.74,541.21,1188.26,348.949532,376.992468,-647.05,-366.62064,-193.13468,-52.92,87.29468,260.78064,541.21,821.63936,995.12532,1135.34,1275.55468,1449.04064,1729.47,705.427532,733.470468
CINEVISTA,14.98,88.06,88.94,14.12,43.616,74.82,31.510124,33.275876,-31.204,-13.54648,-2.62276,6.206,15.03476,25.95848,43.616,61.27352,72.19724,81.026,89.85476,100.77848,118.436,53.956124,55.721876
CIPLA,1190.3,14.59,1223,14,726.65,1209,531.0338,559.5662,-482.35,-197.026,-20.512,122.15,264.812,441.326,726.65,1011.974,1188.488,1331.15,1473.812,1650.326,1935.65,893.7338,922.2662
CLEAN,710.3,1229.5,1239,687.1,913.68,551.9,824.38258,837.40742,361.78,492.0284,572.6058,637.73,702.8542,783.4316,913.68,1043.9284,1124.5058,1189.63,1254.7542,1335.3316,1465.58,989.95258,1002.97742
CLEANMAX,800,724.35,874,713.85,800.362,160.15,774.44973,778.22927,640.212,678.0074,701.3893,720.287,739.1847,762.5666,800.362,838.1574,861.5393,880.437,899.3347,922.7166,960.512,822.49473,826.27427
CLSEL,238,861.7,888.35,232.12,494.336,656.23,388.157986,403.645014,-161.894,-7.02372,88.78586,166.221,243.65614,339.46572,494.336,649.20628,745.01586,822.451,899.88614,995.69572,1150.566,585.026986,600.514014
CMPDI,155.26,271.48,279.4,150.16,199.082,129.24,178.170968,181.221032,69.842,100.34264,119.21168,134.462,149.71232,168.58136,199.082,229.58264,248.45168,263.702,278.95232,297.82136,328.322,216.942968,219.993032
CMSINFO,278.5,165.94,301.75,154.52,239.602,147.23,215.780186,219.254814,92.372,127.11828,148.61386,165.987,183.36014,204.85572,239.602,274.34828,295.84386,313.217,330.59014,352.08572,386.832,259.949186,263.423814
CNL,588,298.6,623.9,289.05,479.756,334.85,425.57727,433.47973,144.906,223.9306,272.8187,312.331,351.8433,400.7314,479.756,558.7806,607.6687,647.181,686.6933,735.5814,814.606,526.03227,533.93473
COALINDIA,449.3,604.1,634.65,447,515.986,187.65,485.62423,490.05277,328.336,372.6214,400.0183,422.161,444.3037,471.7006,515.986,560.2714,587.6683,609.811,631.9537,659.3506,703.636,541.91923,546.34777
COASTCORP,45.79,434.1,459.6,43.74,207.374,415.86,140.087852,149.902148,-208.486,-110.34304,-49.62748,-0.556,48.51548,109.23104,207.374,305.51696,366.23252,415.304,464.37548,525.09104,623.234,264.845852,274.660148
COCHINSHIP,1310,49.65,1425,48.01,829.298,1376.99,606.501018,638.997982,-547.692,-222.72236,-21.68182,140.803,303.28782,504.32836,829.298,1154.26764,1355.30818,1517.793,1680.27782,1881.31836,2206.288,1019.598018,1052.094982
COFFEEDAY,22.1,1464.6,1502.2,21.95,594.07,1480.25,354.56555,389.49945,-886.18,-536.841,-320.7245,-146.055,28.6145,244.731,594.07,943.409,1159.5255,1334.195,1508.8645,1724.981,2074.32,798.64055,833.57445
COFORGE,1213.4,26.22,1275,25,749.654,1250,547.404,576.904,-500.346,-205.346,-22.846,124.654,272.154,454.654,749.654,1044.654,1227.154,1374.654,1522.154,1704.654,1999.654,922.404,951.904
COHANCE,309.95,1224.3,1280,292.5,678.736,987.5,518.9585,542.2635,-308.764,-75.714,68.461,184.986,301.511,445.686,678.736,911.786,1055.961,1172.486,1289.011,1433.186,1666.236,815.2085,838.5135
COLPAL,1835.7,377.9,1915.8,306,1247.312,1609.8,986.84636,1024.83764,-362.488,17.4248,252.4556,442.412,632.3684,867.3992,1247.312,1627.2248,1862.2556,2052.212,2242.1684,2477.1992,2857.112,1469.78636,1507.77764
COMMOIETF,93.05,1939.1,1942.1,91.23,824.736,1850.87,525.265234,568.945766,-1026.134,-589.32868,-319.10166,-100.699,117.70366,387.93068,824.736,1261.54132,1531.76834,1750.171,1968.57366,2238.80068,2675.606,1080.526234,1124.206766
COMPUSOFT,13.84,98.78,99.96,13.1,47.65,86.86,33.596052,35.645948,-39.21,-18.71104,-6.02948,4.22,14.46948,27.15104,47.65,68.14896,80.83052,91.08,101.32948,114.01104,134.51,59.654052,61.703948
COMSYN,153.05,13.8,157.81,13.41,97.648,144.4,74.28408,77.69192,-46.752,-12.6736,8.4088,25.448,42.4872,63.5696,97.648,131.7264,152.8088,169.848,186.8872,207.9696,242.048,117.60408,121.01192
CONCOR,441.65,153,475,153,335.26,322,283.1604,290.7596,13.26,89.252,136.264,174.26,212.256,259.268,335.26,411.252,458.264,496.26,534.256,581.268,657.26,379.7604,387.3596
CONCORDBIO,1010,483.7,1075.1,463.85,816.356,611.25,717.45575,731.88125,205.106,349.361,438.6035,510.731,582.8585,672.101,816.356,960.611,1049.8535,1121.981,1194.1085,1283.351,1427.606,900.83075,915.25625
CONFIPET,54.4,1060.4,1094.2,53.85,461.148,1040.35,292.81937,317.37163,-579.202,-333.6794,-181.7883,-59.027,63.7343,215.6254,461.148,706.6706,858.5617,981.323,1104.0843,1255.9754,1501.498,604.92437,629.47663
CONS,11.08,55.97,59.8,10.75,28.24,49.05,20.30371,21.46129,-20.81,-9.2342,-2.0729,3.715,9.5029,16.6642,28.24,39.8158,46.9771,52.765,58.5529,65.7142,77.29,35.01871,36.17629
CONSUMBEES,119.07,11.47,123.74,11.23,76.36,112.51,58.155882,60.811118,-36.15,-9.59764,6.82882,20.105,33.38118,49.80764,76.36,102.91236,119.33882,132.615,145.89118,162.31764,188.87,91.908882,94.564118
CONSUMER,9.96,124.44,124.9,9.9,55.606,115,36.999,39.713,-59.394,-32.254,-15.464,-1.894,11.676,28.466,55.606,82.746,99.536,113.106,126.676,143.466,170.606,71.499,74.213
CONSUMIETF,109.23,10.84,114.98,10.55,71.096,104.43,54.199226,56.663774,-33.334,-8.68852,6.55826,18.881,31.20374,46.45052,71.096,95.74148,110.98826,123.311,135.63374,150.88052,175.526,85.528226,87.992774
CONTROLPR,582.1,115.54,647,113.4,411.21,533.6,324.87352,337.46648,-122.39,3.5396,81.4452,144.41,207.3748,285.2804,411.21,537.1396,615.0452,678.01,740.9748,818.8804,944.81,484.95352,497.54648
CORALFINAC,27.9,650.1,696.8,27.9,282.98,668.9,174.75198,190.53802,-385.92,-228.0596,-130.4002,-51.47,27.4602,125.1196,282.98,440.8404,538.4998,617.43,696.3602,794.0196,951.88,375.42198,391.20802
CORDSCABLE,153.5,32.91,164,31.1,106.216,132.9,84.71278,87.84922,-26.684,4.6804,24.0838,39.766,55.4482,74.8516,106.216,137.5804,156.9838,172.666,188.3482,207.7516,239.116,124.58278,127.71922
COROMANDEL,1897,162.47,2155,155.5,1257.21,1999.5,933.6909,980.8791,-742.29,-270.408,21.519,257.46,493.401,785.328,1257.21,1729.092,2021.019,2256.96,2492.901,2784.828,3256.71,1533.5409,1580.7291
CORONA,1510,2154.8,2197.9,1463,1766.924,734.9,1648.01718,1665.36082,1032.024,1205.4604,1312.7558,1399.474,1486.1922,1593.4876,1766.924,1940.3604,2047.6558,2134.374,2221.0922,2328.3876,2501.824,1868.48718,1885.83082
COSMOFIRST,614.95,1564.5,1590.3,602.25,1002.05,988.05,842.18351,865.50149,14,247.1798,391.4351,508.025,624.6149,768.8702,1002.05,1235.2298,1379.4851,1496.075,1612.6649,1756.9202,1990.1,1138.59851,1161.91649
COUNCODOS,4.22,656.05,669.7,4.04,265.152,665.66,157.448212,173.157788,-400.508,-243.41224,-146.22588,-67.678,10.86988,108.05624,265.152,422.24776,519.43412,597.982,676.52988,773.71624,930.812,357.146212,372.855788
CPCAP,86,4.97,93,4.6,55.67,88.4,41.36688,43.45312,-32.73,-11.8676,1.0388,11.47,21.9012,34.8076,55.67,76.5324,89.4388,99.87,110.3012,123.2076,144.07,67.88688,69.97312
CPEDU,154.64,85.51,192,82,140.886,110,123.088,125.684,30.886,56.846,72.906,85.886,98.866,114.926,140.886,166.846,182.906,195.886,208.866,224.926,250.886,156.088,158.684
CPPLUS,1829.6,195.79,1915.1,175,1180.818,1740.1,899.26982,940.33618,-559.282,-148.6184,105.4362,310.768,516.0998,770.1544,1180.818,1591.4816,1845.5362,2050.868,2256.1998,2510.2544,2920.918,1421.29982,1462.36618
CPSEETF,101.82,1894.4,1980,99.69,825.188,1880.31,520.953842,565.329158,-1055.122,-611.36884,-336.84358,-114.967,106.90958,381.43484,825.188,1268.94116,1543.46642,1765.343,1987.21958,2261.74484,2705.498,1085.046842,1129.422158
CRAFTSMAN,6789.5,103.21,7550,102.03,4193.772,7447.97,2988.690454,3164.462546,-3254.198,-1496.47708,-409.07346,469.787,1348.64746,2436.05108,4193.772,5951.49292,7038.89654,7917.757,8796.61746,9884.02108,11641.742,5223.081454,5398.853546
CRAMC,232.06,7430,7566,228.5,3123.006,7337.5,1935.7985,2108.9635,-4214.494,-2482.844,-1411.569,-545.744,320.081,1391.356,3123.006,4854.656,5925.931,6791.756,7657.581,8728.856,10460.506,4137.0485,4310.2135
CREATIVEYE,6.22,262.86,266.35,5.9,107.638,260.45,65.49719,71.64381,-152.812,-91.3458,-53.3201,-22.587,8.1461,46.1718,107.638,169.1042,207.1299,237.863,268.5961,306.6218,368.088,143.63219,149.77881
CREDITACC,1183,6.58,1298,6.08,737.85,1291.92,528.817344,559.306656,-554.07,-249.17688,-60.55656,91.89,244.33656,432.95688,737.85,1042.74312,1231.36344,1383.81,1536.25656,1724.87688,2029.77,916.393344,946.882656
CREST,331.75,1222.9,1255.1,325.4,696.326,929.7,545.90054,567.84146,-233.374,-13.9648,121.7714,231.476,341.1806,476.9168,696.326,915.7352,1051.4714,1161.176,1270.8806,1406.6168,1626.026,824.81054,846.75146
CRISIL,3718.9,348.1,3950,335.1,2425.154,3614.9,1840.26318,1925.57482,-1189.746,-336.6296,191.1458,617.704,1044.2622,1572.0376,2425.154,3278.2704,3806.0458,4232.604,4659.1622,5186.9376,6040.054,2924.73318,3010.04482
CRIZAC,190.62,4095.4,4125,189.3,1719.568,3935.7,1082.77174,1175.65426,-2216.132,-1287.3068,-712.6946,-248.282,216.1306,790.7428,1719.568,2648.3932,3223.0054,3687.418,4151.8306,4726.4428,5655.268,2263.48174,2356.36426
CROMPTON,231.98,219.64,248.8,209.2,228.494,39.6,222.08672,223.02128,188.894,198.2396,204.0212,208.694,213.3668,219.1484,228.494,237.8396,243.6212,248.294,252.9668,258.7484,268.094,233.96672,234.90128
CROWN,121.88,241.72,246.36,115.89,168.65,130.47,147.539954,150.619046,38.18,68.97092,88.01954,103.415,118.81046,137.85908,168.65,199.44092,218.48954,233.885,249.28046,268.32908,299.12,186.680954,189.760046
CSBBANK,377,125.54,407.95,120.71,278.824,287.24,232.348568,239.127432,-8.416,59.37264,101.30968,135.204,169.09832,211.03536,278.824,346.61264,388.54968,422.444,456.33832,498.27536,566.064,318.520568,325.299432
